1
100 4950
57 68 20280
57 69 5638
57 70 25167
57 71 17420
57 72 4345
57 73 16883
57 74 23865
57 75 24696
57 76 30833
57 77 10390
57 78 22632
57 79 20189
57 80 17839
57 81 20183
57 82 13817
57 83 22129
57 84 6753
57 85 10679
57 86 18613
57 87 10600
57 88 8252
57 89 15145
57 90 19861
57 91 2151
57 92 28318
57 93 28963
57 94 7813
57 95 14907
57 96 29554
57 97 31476
57 98 617
57 99 11211
57 100 25429
58 59 2264
58 60 15966
58 61 19531
58 62 29942
58 63 10698
58 64 19522
58 65 31155
58 66 27587
58 67 15257
58 68 23158
58 69 4464
58 70 13762
58 71 8510
58 72 30946
58 73 31065
58 74 8380
58 75 13165
58 76 5946
58 77 13540
58 78 27297
58 79 8042
58 80 14464
58 81 23194
58 82 12584
58 83 10270
58 84 32715
58 85 32200
58 86 1206
58 87 32106
58 88 31302
58 89 24696
58 90 8833
58 91 7611
58 92 19067
58 93 415
58 94 6645
58 95 30175
58 96 6354
58 97 23448
58 98 24919
58 99 13079
58 100 27988
59 60 26321
59 61 7592
59 62 31597
59 63 22197
59 64 13509
59 65 8652
59 66 71
59 67 658
59 68 14122
59 69 26859
59 70 7997
59 71 10999
59 72 1899
59 73 4120
59 74 1320
59 75 32036
59 76 16984
59 77 4912
59 78 1915
59 79 23953
59 80 19485
59 81 20741
59 82 10199
59 83 11567
59 84 4208
59 85 6844
59 86 30169
59 87 29681
59 88 4879
59 89 21108
59 90 17207
59 91 5259
59 92 25706
59 93 23849
59 94 24075
59 95 28026
59 96 20124
59 97 27607
59 98 17774
59 99 2884
59 100 20128
60 61 24546
60 62 3145
60 63 20481
60 64 11714
60 65 20149
60 66 24168
60 67 13338
60 68 20307
60 69 26793
60 70 23504
60 71 1105
60 72 1697
60 73 18217
60 74 15955
60 75 16641
60 76 2343
60 77 26133
60 78 32097
60 79 679
60 80 20736
60 81 19555
60 82 25633
60 83 1954
60 84 930
60 85 10252
60 86 19904
60 87 20279
60 88 12488
60 89 24870
60 90 31754
60 91 26072
60 92 32176
60 93 26701
60 94 15415
60 95 18086
60 96 4231
60 97 17480
60 98 19975
60 99 30260
60 100 20514
61 62 8938
61 63 16657
61 64 14990
61 65 19438
61 66 28981
61 67 15447
61 68 5242
61 69 24618
61 70 16070
61 71 25631
61 72 24061
61 73 27219
61 74 28781
61 75 20990
61 76 12833
61 77 8672
61 78 1563
61 79 21302
61 80 502
61 81 26928
61 82 30721
61 83 24898
61 84 31447
61 85 10945
61 86 28406
61 87 2222
61 88 8686
61 89 5794
61 90 23577
61 91 12844
61 92 18683
61 93 21547
61 94 13240
61 95 485
61 96 16464
61 97 31723
61 98 20337
61 99 16653
61 100 27168
62 63 28130
62 64 15255
62 65 1466
62 66 4858
62 67 22512
62 68 29656
62 69 3318
62 70 13201
62 71 142
62 72 21276
62 73 31506
62 74 32702
62 75 10684
62 76 15023
62 77 30270
62 78 26312
62 79 8250
62 80 13475
62 81 20311
62 82 26850
62 83 19195
62 84 5488
62 85 11520
62 86 26101
62 87 20183
62 88 24798
62 89 27892
62 90 18848
62 91 6784
62 92 30245
62 93 12187
62 94 14462
62 95 28343
62 96 18258
62 97 16859
62 98 8871
62 99 14016
62 100 8172
63 64 22832
63 65 24441
63 66 17683
63 67 16088
63 68 22015
63 69 13976
63 70 18516
63 71 18298
63 72 39
63 73 31283
63 74 3205
63 75 19997
63 76 29146
63 77 5769
63 78 23675
63 79 917
63 80 9387
63 81 15020
63 82 6030
63 83 17442
63 84 21735
63 85 32389
63 86 20373
63 87 3480
63 88 12073
63 89 10777
63 90 786
63 91 8381
63 92 31785
63 93 522
63 94 18345
63 95 20979
63 96 16085
63 97 15713
63 98 30935
63 99 19735
63 100 30883
64 65 2186
64 66 16096
64 67 20648
64 68 2085
64 69 14752
64 70 521
64 71 9260
64 72 21982
64 73 6636
64 74 7688
64 75 19919
64 76 17236
64 77 26792
64 78 27065
64 79 19278
64 80 4198
64 81 31496
64 82 26386
64 83 21011
64 84 10976
64 85 7547
64 86 12121
64 87 23202
64 88 7245
64 89 6702
64 90 28564
64 91 31539
64 92 2572
64 93 2257
64 94 2370
64 95 21920
64 96 31654
64 97 19359
64 98 11080
64 99 7298
64 100 23391
65 66 23960
65 67 30510
65 68 29591
65 69 25867
65 70 22033
65 71 1675
65 72 12136
65 73 30499
65 74 17775
65 75 25790
65 76 14376
65 77 31256
65 78 20272
65 79 20703
65 80 5086
65 81 20967
65 82 9515
65 83 23542
65 84 23495
65 85 3566
65 86 18456
65 87 14186
65 88 8437
65 89 19198
65 90 12626
65 91 18364
65 92 1085
65 93 31665
65 94 18908
65 95 20340
65 96 1360
65 97 2814
65 98 21154
65 99 18012
65 100 19752
66 67 3338
66 68 8706
66 69 12525
66 70 30630
66 71 29249
66 72 23179
66 73 3079
66 74 8313
66 75 28838
66 76 32517
66 77 8421
66 78 14145
66 79 5991
66 80 1969
66 81 21839
66 82 24308
66 83 16565
66 84 23762
66 85 19473
66 86 23681
66 87 21970
66 88 23147
66 89 27053
66 90 22708
66 91 6508
66 92 16715
66 93 4429
66 94 31066
66 95 27689
66 96 14663
66 97 11771
66 98 5541
66 99 16259
66 100 18631
67 68 23572
67 69 2514
67 70 10966
67 71 25988
67 72 18170
67 73 28168
67 74 22199
67 75 655
67 76 3850
67 77 13444
67 78 12936
67 79 16278
67 80 19406
67 81 29427
67 82 10313
67 83 7523
67 84 32371
67 85 23327
67 86 17073
67 87 23461
67 88 2173
67 89 9934
67 90 31102
67 91 25587
67 92 31417
67 93 31463
67 94 6153
67 95 26126
67 96 20595
67 97 1495
67 98 29213
67 99 2406
67 100 27370
68 69 23859
68 70 23305
68 71 22496
68 72 24833
68 73 24223
68 74 4852
68 75 17879
68 76 30519
68 77 6126
68 78 7793
68 79 31585
68 80 21465
68 81 31371
68 82 15444
68 83 17107
68 84 17271
68 85 24087
68 86 28099
68 87 16519
68 88 8596
68 89 5715
68 90 17552
68 91 22492
68 92 14753
68 93 8257
68 94 27590
68 95 24959
68 96 13357
68 97 10886
68 98 7809
68 99 5865
68 100 25686
69 70 32019
69 71 259
69 72 22313
69 73 2435
69 74 1028
69 75 4101
69 76 10468
69 77 22869
69 78 456
69 79 6731
69 80 7578
69 81 26074
69 82 11395
69 83 30843
69 84 31274
69 85 13316
69 86 15024
69 87 30511
69 88 18585
69 89 5722
69 90 8971
69 91 10057
69 92 14095
69 93 8174
69 94 5038
69 95 2183
69 96 26658
69 97 17295
69 98 25722
69 99 16983
69 100 6231
70 71 29503
70 72 2232
70 73 24300
70 74 15590
70 75 21480
70 76 17408
70 77 15505
70 78 32702
70 79 22858
70 80 9818
70 81 10557
70 82 15561
70 83 24120
70 84 5028
70 85 23656
70 86 25713
70 87 3332
70 88 23092
70 89 17182
70 90 26467
70 91 11320
70 92 7358
70 93 21074
70 94 3987
70 95 9094
70 96 4983
70 97 21364
70 98 27264
70 99 19714
70 100 26746
71 72 24390
71 73 10425
71 74 26255
71 75 13163
71 76 31467
71 77 5792
71 78 14231
71 79 22619
71 80 2880
71 81 4718
71 82 16128
71 83 19948
71 84 4720
71 85 9079
71 86 32091
71 87 3766
71 88 27587
71 89 5808
71 90 12126
71 91 14825
71 92 31159
71 93 17518
71 94 3220
71 95 10035
71 96 31314
71 97 25456
71 98 24147
71 99 29156
71 100 30134
72 73 3360
72 74 751
72 75 16208
72 76 31478
72 77 22294
72 78 12589
72 79 17524
72 80 7976
72 81 9694
72 82 4090
72 83 20189
72 84 29372
72 85 7419
72 86 30301
72 87 21702
72 88 24844
72 89 20523
72 90 26539
72 91 20609
72 92 11827
72 93 6637
72 94 8186
72 95 27416
72 96 1827
72 97 15169
72 98 17623
72 99 14899
72 100 22514
73 74 10415
73 75 3644
73 76 5436
73 77 23669
73 78 10378
73 79 31676
73 80 17858
73 81 7952
73 82 9846
73 83 27137
73 84 5915
73 85 22988
73 86 24616
73 87 7288
73 88 2382
73 89 28074
73 90 20333
73 91 3915
73 92 11056
73 93 25656
73 94 30062
73 95 9616
73 96 24524
73 97 12129
73 98 27442
73 99 1984
73 100 4872
74 75 7049
74 76 23396
74 77 18026
74 78 8582
74 79 10202
74 80 18775
74 81 5416
74 82 30665
74 83 14552
74 84 18759
74 85 12755
74 86 11417
74 87 22844
74 88 3554
74 89 19443
74 90 6824
74 91 31999
74 92 28422
74 93 121
74 94 15733
74 95 31413
74 96 19917
74 97 15793
74 98 21873
74 99 12060
74 100 31175
75 76 9074
75 77 5985
75 78 32501
75 79 31622
75 80 13208
75 81 27395
75 82 11026
75 83 26720
75 84 26291
75 85 31988
75 86 10929
75 87 9072
75 88 30977
75 89 10193
75 90 8
75 91 12254
75 92 922
75 93 30876
75 94 15137
75 95 30816
75 96 13803
75 97 21090
75 98 7912
75 99 12289
75 100 17253
76 77 29979
76 78 7299
76 79 12322
76 80 22902
76 81 27602
76 82 6369
76 83 30654
76 84 12729
76 85 9734
76 86 12438
76 87 12274
76 88 5226
76 89 16463
76 90 28134
76 91 22972
76 92 24348
76 93 16453
76 94 9503
76 95 2307
76 96 25518
76 97 18333
76 98 27437
76 99 20695
76 100 13179
77 78 661
77 79 23144
77 80 17659
77 81 10961
77 82 21907
77 83 6576
77 84 13472
77 85 20645
77 86 3592
77 87 22972
77 88 628
77 89 24196
77 90 6811
77 91 15535
77 92 15835
77 93 1229
77 94 3716
77 95 23532
77 96 24956
77 97 16158
77 98 29749
77 99 24620
77 100 23296
78 79 19724
78 80 13120
78 81 24526
78 82 16406
78 83 8983
78 84 3445
78 85 30574
78 86 21691
78 87 26588
78 88 30538
78 89 20664
78 90 18104
78 91 20877
78 92 20353
78 93 2942
78 94 17004
78 95 30623
78 96 14852
78 97 15625
78 98 17611
78 99 27842
78 100 8724
79 80 31149
79 81 20135
79 82 13590
79 83 10146
79 84 7328
79 85 23855
79 86 27804
79 87 31741
79 88 16909
79 89 19381
79 90 12779
79 91 29102
79 92 10083
79 93 692
79 94 10532
79 95 17312
79 96 26099
79 97 6161
79 98 11047
79 99 22405
79 100 15290
80 81 17569
80 82 29959
80 83 32628
80 84 22139
80 85 21228
80 86 27580
80 87 32471
80 88 21778
80 89 27440
80 90 18456
80 91 22148
80 92 29444
80 93 24745
80 94 16125
80 95 7210
80 96 4698
80 97 25616
80 98 31180
80 99 24815
80 100 6064
81 82 16226
81 83 29472
81 84 27479
81 85 19593
81 86 32482
81 87 3005
81 88 18536
81 89 15333
81 90 11105
81 91 27587
81 92 30732
81 93 15638
81 94 31165
81 95 1064
81 96 14518
81 97 8399
81 98 5032
81 99 17508
81 100 13896
82 83 13438
82 84 23978
82 85 22638
82 86 8245
82 87 4059
82 88 24169
82 89 744
82 90 27362
82 91 24769
82 92 11049
82 93 26518
82 94 16467
82 95 10558
82 96 32143
82 97 23061
82 98 25603
82 99 9190
82 100 22186
83 84 1226
83 85 3603
83 86 17004
83 87 21300
83 88 31768
83 89 423
83 90 31347
83 91 5396
83 92 4566
83 93 25230
83 94 21665
83 95 26152
83 96 32000
83 97 3617
83 98 29173
83 99 30786
83 100 10668
84 85 31597
84 86 31579
84 87 26224
84 88 17728
84 89 26260
84 90 12158
84 91 23425
84 92 23267
84 93 19312
84 94 734
84 95 452
84 96 5169
84 97 29562
84 98 1570
84 99 8211
84 100 29235
85 86 6890
85 87 1711
85 88 2064
85 89 4750
85 90 28960
85 91 7545
85 92 14767
85 93 21754
85 94 30787
85 95 8217
85 96 24565
85 97 29942
85 98 2088
85 99 10273
85 100 2815
86 87 27579
86 88 30837
86 89 9388
86 90 19269
86 91 11886
86 92 13830
86 93 10809
86 94 4640
86 95 7321
86 96 18319
86 97 29881
86 98 31626
86 99 13020
86 100 1411
87 88 20454
87 89 25893
87 90 21984
87 91 2357
87 92 22999
87 93 30336
87 94 18829
87 95 5950
87 96 21457
87 97 32405
87 98 10365
87 99 2334
87 100 30049
88 89 19094
88 90 28592
88 91 31270
88 92 30119
88 93 23017
88 94 29313
88 95 15253
88 96 16117
88 97 4977
88 98 19160
88 99 21505
88 100 153
89 90 24591
89 91 6562
89 92 3576
89 93 4854
89 94 20072
89 95 11134
89 96 23016
89 97 25050
89 98 9193
89 99 21945
89 100 1852
90 91 20747
90 92 32521
90 93 8061
90 94 6344
90 95 20259
90 96 28366
90 97 2885
90 98 14439
90 99 2718
90 100 9107
91 92 5268
91 93 3554
91 94 32050
91 95 7432
91 96 13799
91 97 32020
91 98 16735
91 99 31098
91 100 2792
92 93 3916
92 94 26182
92 95 19029
92 96 25316
92 97 3059
92 98 13758
92 99 4583
92 100 22399
93 94 1135
93 95 8357
93 96 20070
93 97 15271
93 98 22342
93 99 17780
93 100 13877
94 95 30406
94 96 28295
94 97 17686
94 98 2403
94 99 8252
94 100 15718
95 96 23035
95 97 7285
95 98 28428
95 99 16678
95 100 25960
96 97 101
96 98 20949
96 99 2364
96 100 26385
97 98 27626
97 99 17157
97 100 2737
98 99 4841
98 100 18938
99 100 11593
